;Comuna;Trabajo;Etnia;Sexo;Freq;anio;codigo
175;arica;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;5889;2013;15101
176;arica;ns/nr;aymara;hombre;34;2013;15101
177;arica;sí, en otra época del año;aymara;mujer;2543;2013;15101
178;arica;sí, ahora mismo;quechua;mujer;72;2013;15101
179;arica;sí, en otra época del año;quechua;mujer;55;2013;15101
180;arica;no;ns/nr;hombre;27;2013;15101
181;arica;sí, ahora mismo;mapuche;mujer;142;2013;15101
182;arica;sí, en otra época del año;ns/nr;mujer;27;2013;15101
183;arica;no;ns/nr;mujer;26;2013;15101
184;arica;ns/nr;aymara;mujer;54;2013;15101
185;arica;ns/nr;no pertenece a ningún pueblo indígena;mujer;51;2013;15101
186;arica;sí, ahora mismo;diaguita;hombre;65;2013;15101
187;arica;sí, en otra época del año;ns/nr;hombre;12;2013;15101
188;arica;sí, en otra época del año;diaguita;mujer;120;2013;15101
189;arica;sí, en otra época del año;mapuche;hombre;56;2013;15101
190;arica;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;4340;2013;15101
191;arica;sí, en otra época del año;mapuche;mujer;73;2013;15101
192;arica;no;diaguita;hombre;141;2013;15101
193;arica;sí, ahora mismo;aymara;mujer;2095;2013;15101
194;arica;sí, en otra época del año;quechua;hombre;53;2013;15101
195;arica;no;mapuche;hombre;395;2013;15101
196;arica;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;3451;2013;15101
197;arica;no;quechua;mujer;117;2013;15101
198;arica;sí, ahora mismo;diaguita;mujer;20;2013;15101
199;arica;sí, ahora mismo;mapuche;hombre;123;2013;15101
200;arica;sí, ahora mismo;aymara;hombre;814;2013;15101
201;arica;sí, ahora mismo;ns/nr;mujer;22;2013;15101
202;arica;no;aymara;mujer;7000;2013;15101
203;arica;no;no pertenece a ningún pueblo indígena;hombre;10603;2013;15101
204;arica;sí, en otra época del año;aymara;hombre;868;2013;15101
205;arica;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;2717;2013;15101
206;arica;sí, en otra época del año;diaguita;hombre;38;2013;15101
207;arica;sí, en otra época del año;atacameño (likán antai);hombre;53;2013;15101
208;aysén;sí, en otra época del año;coya;hombre;9;2013;11201
209;aysén;sí, en otra época del año;mapuche;mujer;540;2013;11201
210;aysén;sí, ahora mismo;mapuche;mujer;196;2013;11201
211;aysén;no;ns/nr;mujer;30;2013;11201
212;aysén;sí, en otra época del año;coya;mujer;9;2013;11201
213;aysén;no;aymara;hombre;28;2013;11201
214;aysén;sí, en otra época del año;kawésqar (alacalufes);hombre;45;2013;11201
215;aysén;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;1100;2013;11201
216;aysén;ns/nr;no pertenece a ningún pueblo indígena;hombre;55;2013;11201
217;aysén;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;540;2013;11201
218;aysén;no;mapuche;hombre;656;2013;11201
219;aysén;sí, ahora mismo;mapuche;hombre;125;2013;11201
220;aysén;no;no pertenece a ningún pueblo indígena;mujer;3038;2013;11201
221;aysén;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;377;2013;11201
222;aysén;no;coya;hombre;9;2013;11201
223;aysén;ns/nr;no pertenece a ningún pueblo indígena;mujer;37;2013;11201
224;aysén;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;523;2013;11201
225;aysén;no;kawésqar (alacalufes);hombre;17;2013;11201
226;aysén;no;no pertenece a ningún pueblo indígena;hombre;1245;2013;11201
227;aysén;no;kawésqar (alacalufes);mujer;52;2013;11201
228;aysén;no;aymara;mujer;33;2013;11201
229;aysén;no;atacameño (likán antai);hombre;13;2013;11201
230;aysén;sí, en otra época del año;mapuche;hombre;318;2013;11201
231;aysén;sí, en otra época del año;yagán (yámana);hombre;32;2013;11201
232;aysén;sí, en otra época del año;diaguita;mujer;32;2013;11201
233;aysén;no;mapuche;mujer;1251;2013;11201
234;buin;no;no pertenece a ningún pueblo indígena;hombre;7750;2013;13402
235;buin;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;1667;2013;13402
236;buin;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;914;2013;13402
237;buin;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;2492;2013;13402
238;buin;no;mapuche;hombre;263;2013;13402
239;buin;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;1150;2013;13402
240;buin;no;mapuche;mujer;554;2013;13402
241;buin;no;no pertenece a ningún pueblo indígena;mujer;17597;2013;13402
242;bulnes;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;796;2013;16102
243;bulnes;no;no pertenece a ningún pueblo indígena;hombre;2070;2013;16102
244;bulnes;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;691;2013;16102
245;bulnes;sí, en otra época del año;mapuche;mujer;71;2013;16102
246;bulnes;no;no pertenece a ningún pueblo indígena;mujer;4305;2013;16102
247;bulnes;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;1557;2013;16102
248;bulnes;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;793;2013;16102
249;cabildo;ns/nr;no pertenece a ningún pueblo indígena;mujer;109;2013;5402
250;cabildo;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;750;2013;5402
251;cabildo;sí, en otra época del año;diaguita;mujer;70;2013;5402
252;cabildo;no;no pertenece a ningún pueblo indígena;mujer;4075;2013;5402
253;cabildo;no;diaguita;mujer;70;2013;5402
254;cabildo;no;no pertenece a ningún pueblo indígena;hombre;3457;2013;5402
255;cabildo;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;772;2013;5402
256;cabildo;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;70;2013;5402
257;cabildo;no;mapuche;mujer;127;2013;5402
258;cabildo;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;285;2013;5402
259;cabrero;sí, en otra época del año;mapuche;mujer;53;2013;8303
260;cabrero;no;no pertenece a ningún pueblo indígena;hombre;3001;2013;8303
261;cabrero;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;1412;2013;8303
262;cabrero;no;ns/nr;mujer;80;2013;8303
263;cabrero;no;mapuche;hombre;152;2013;8303
264;cabrero;no;ns/nr;hombre;109;2013;8303
265;cabrero;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;190;2013;8303
266;cabrero;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;762;2013;8303
267;cabrero;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;1453;2013;8303
268;cabrero;no;mapuche;mujer;186;2013;8303
269;cabrero;sí, ahora mismo;mapuche;hombre;99;2013;8303
270;cabrero;no;no pertenece a ningún pueblo indígena;mujer;8889;2013;8303
271;calama;no;mapuche;mujer;355;2013;2201
272;calama;sí, en otra época del año;aymara;mujer;58;2013;2201
273;calama;no;no pertenece a ningún pueblo indígena;hombre;11724;2013;2201
274;calama;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;1529;2013;2201
275;calama;no;atacameño (likán antai);mujer;2915;2013;2201
276;calama;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;3892;2013;2201
277;calama;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;5506;2013;2201
278;calama;no;diaguita;mujer;1030;2013;2201
279;calama;sí, ahora mismo;quechua;mujer;156;2013;2201
280;calama;sí, ahora mismo;atacameño (likán antai);mujer;321;2013;2201
281;calama;sí, ahora mismo;diaguita;mujer;83;2013;2201
282;calama;sí, ahora mismo;atacameño (likán antai);hombre;169;2013;2201
283;calama;sí, ahora mismo;aymara;mujer;95;2013;2201
284;calama;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;338;2013;2201
285;calama;no;atacameño (likán antai);hombre;2045;2013;2201
286;calama;sí, en otra época del año;atacameño (likán antai);hombre;43;2013;2201
287;calama;no;diaguita;hombre;187;2013;2201
288;calama;sí, ahora mismo;aymara;hombre;58;2013;2201
289;calama;no;mapuche;hombre;96;2013;2201
290;calama;no;no pertenece a ningún pueblo indígena;mujer;21432;2013;2201
291;calama;sí, ahora mismo;quechua;hombre;203;2013;2201
292;calama;sí, en otra época del año;atacameño (likán antai);mujer;84;2013;2201
293;calama;sí, en otra época del año;diaguita;hombre;136;2013;2201
294;calama;sí, ahora mismo;mapuche;mujer;116;2013;2201
295;calama;no;aymara;hombre;286;2013;2201
296;calama;no;quechua;hombre;843;2013;2201
297;calama;no;aymara;mujer;352;2013;2201
298;calama;no;quechua;mujer;1694;2013;2201
299;calama;sí, ahora mismo;diaguita;hombre;83;2013;2201
300;calama;sí, en otra época del año;quechua;mujer;144;2013;2201
301;calbuco;no;no pertenece a ningún pueblo indígena;mujer;4997;2013;10102
302;calbuco;no;mapuche;mujer;2818;2013;10102
303;calbuco;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;456;2013;10102
304;calbuco;sí, ahora mismo;mapuche;mujer;463;2013;10102
305;calbuco;sí, en otra época del año;mapuche;hombre;226;2013;10102
306;calbuco;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;667;2013;10102
307;calbuco;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;624;2013;10102
308;calbuco;sí, en otra época del año;mapuche;mujer;287;2013;10102
309;calbuco;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;424;2013;10102
310;calbuco;sí, ahora mismo;mapuche;hombre;323;2013;10102
311;calbuco;no;no pertenece a ningún pueblo indígena;hombre;2810;2013;10102
312;calbuco;no;mapuche;hombre;1435;2013;10102
313;caldera;no;diaguita;mujer;197;2013;3102
314;caldera;sí, ahora mismo;mapuche;mujer;18;2013;3102
315;caldera;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;411;2013;3102
316;caldera;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;232;2013;3102
317;caldera;sí, ahora mismo;mapuche;hombre;26;2013;3102
318;caldera;sí, ahora mismo;diaguita;hombre;33;2013;3102
319;caldera;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;709;2013;3102
320;caldera;no;coya;hombre;32;2013;3102
321;caldera;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;210;2013;3102
322;caldera;sí, en otra época del año;diaguita;hombre;62;2013;3102
323;caldera;no;no pertenece a ningún pueblo indígena;hombre;1037;2013;3102
324;caldera;no;mapuche;hombre;49;2013;3102
325;caldera;sí, en otra época del año;mapuche;mujer;62;2013;3102
326;caldera;no;no pertenece a ningún pueblo indígena;mujer;2711;2013;3102
327;caldera;sí, en otra época del año;coya;mujer;21;2013;3102
328;caldera;sí, en otra época del año;mapuche;hombre;31;2013;3102
329;caldera;no;mapuche;mujer;119;2013;3102
330;caldera;no;atacameño (likán antai);hombre;33;2013;3102
331;caldera;no;atacameño (likán antai);mujer;66;2013;3102
332;calera;no;mapuche;hombre;154;2013;5502
333;calera;no;no pertenece a ningún pueblo indígena;mujer;12061;2013;5502
334;calera;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;2160;2013;5502
335;calera;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;2226;2013;5502
336;calera;no;aymara;mujer;357;2013;5502
337;calera;no;no pertenece a ningún pueblo indígena;hombre;5674;2013;5502
338;calera;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;1401;2013;5502
339;calera;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;1156;2013;5502
340;calera de tango;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;391;2013;13403
341;calera de tango;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;809;2013;13403
342;calera de tango;no;mapuche;mujer;262;2013;13403
343;calera de tango;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;46;2013;13403
344;calera de tango;no;no pertenece a ningún pueblo indígena;hombre;5479;2013;13403
345;calera de tango;no;mapuche;hombre;54;2013;13403
346;calera de tango;no;no pertenece a ningún pueblo indígena;mujer;5892;2013;13403
347;calle larga;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;308;2013;5302
348;calle larga;no;no pertenece a ningún pueblo indígena;hombre;1183;2013;5302
349;calle larga;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;295;2013;5302
350;calle larga;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;71;2013;5302
351;calle larga;no;mapuche;hombre;48;2013;5302
352;calle larga;sí, ahora mismo;mapuche;mujer;48;2013;5302
353;calle larga;no;no pertenece a ningún pueblo indígena;mujer;2369;2013;5302
354;camarones;no;no pertenece a ningún pueblo indígena;hombre;14;2013;15102
355;camarones;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;14;2013;15102
356;camarones;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;51;2013;15102
357;camarones;no;no pertenece a ningún pueblo indígena;mujer;56;2013;15102
358;camarones;no;aymara;hombre;107;2013;15102
359;camarones;no;aymara;mujer;176;2013;15102
360;camarones;no;quechua;mujer;14;2013;15102
361;camarones;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;14;2013;15102
362;camiña;no;aymara;mujer;135;2013;1402
363;camiña;no;aymara;hombre;99;2013;1402
364;camiña;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;10;2013;1402
365;camiña;no;no pertenece a ningún pueblo indígena;mujer;10;2013;1402
366;camiña;sí, en otra época del año;aymara;mujer;115;2013;1402
367;camiña;sí, en otra época del año;aymara;hombre;61;2013;1402
368;canela;no;no pertenece a ningún pueblo indígena;hombre;1114;2013;4202
369;canela;no;no pertenece a ningún pueblo indígena;mujer;2073;2013;4202
370;canela;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;253;2013;4202
371;canela;no;diaguita;mujer;26;2013;4202
372;canela;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;215;2013;4202
373;canela;no;diaguita;hombre;39;2013;4202
374;canela;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;300;2013;4202
375;canela;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;264;2013;4202
376;cañete;no;mapuche;mujer;2278;2013;8203
377;cañete;sí, ahora mismo;mapuche;mujer;1414;2013;8203
378;cañete;ns/nr;no pertenece a ningún pueblo indígena;mujer;59;2013;8203
379;cañete;no;no pertenece a ningún pueblo indígena;mujer;5225;2013;8203
380;cañete;sí, ahora mismo;mapuche;hombre;1110;2013;8203
381;cañete;sí, en otra época del año;mapuche;mujer;167;2013;8203
382;cañete;no;no pertenece a ningún pueblo indígena;hombre;2793;2013;8203
383;cañete;no;mapuche;hombre;1823;2013;8203
384;cañete;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;488;2013;8203
385;cañete;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;540;2013;8203
386;cañete;sí, ahora mismo;ns/nr;mujer;97;2013;8203
387;cañete;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;885;2013;8203
388;cañete;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;756;2013;8203
389;cañete;sí, en otra época del año;mapuche;hombre;184;2013;8203
390;carahue;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;878;2013;9102
391;carahue;no;mapuche;mujer;2207;2013;9102
