;Comuna;Trabajo;Etnia;Sexo;Freq;anio;codigo
62;angol;sí, ahora mismo;mapuche;hombre;39;2015;9201
63;angol;no;aimara;hombre;34;2015;9201
64;angol;sin dato;no pertenece a ningún pueblo indígena;mujer;30;2015;9201
65;angol;no;aimara;mujer;22;2015;9201
66;angol;no;mapuche;hombre;197;2015;9201
67;angol;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;1204;2015;9201
68;angol;no;mapuche;mujer;368;2015;9201
69;angol;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;825;2015;9201
70;angol;sí, ahora mismo;mapuche;mujer;250;2015;9201
71;antofagasta;sí, ahora mismo;aimara;mujer;84;2015;2101
72;antofagasta;sí, en otra época del año;mapuche;hombre;712;2015;2101
73;antofagasta;no;quechua;mujer;102;2015;2101
74;antofagasta;sí, en otra época del año;diaguita;mujer;1422;2015;2101
75;antofagasta;no;no pertenece a ningún pueblo indígena;hombre;21295;2015;2101
76;antofagasta;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;43802;2015;2101
77;antofagasta;sí, en otra época del año;diaguita;hombre;96;2015;2101
78;antofagasta;sí, en otra época del año;aimara;hombre;307;2015;2101
79;antofagasta;sí, en otra época del año;aimara;mujer;204;2015;2101
80;antofagasta;no;mapuche;hombre;1052;2015;2101
81;antofagasta;no;no pertenece a ningún pueblo indígena;mujer;43827;2015;2101
82;antofagasta;no;mapuche;mujer;715;2015;2101
83;antofagasta;no;aimara;mujer;84;2015;2101
84;antofagasta;sí, ahora mismo;mapuche;mujer;250;2015;2101
85;antofagasta;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;5451;2015;2101
86;antofagasta;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;9038;2015;2101
87;antofagasta;no;atacameño (likán-antai);hombre;88;2015;2101
88;antofagasta;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;18963;2015;2101
89;antofagasta;no;atacameño (likán-antai);mujer;219;2015;2101
90;antofagasta;no;diaguita;mujer;412;2015;2101
91;antofagasta;no;diaguita;hombre;96;2015;2101
92;antofagasta;sí, en otra época del año;mapuche;mujer;748;2015;2101
93;arauco;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;875;2015;8202
94;arauco;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;3002;2015;8202
95;arauco;sí, ahora mismo;mapuche;hombre;48;2015;8202
96;arauco;sí, ahora mismo;mapuche;mujer;73;2015;8202
97;arauco;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;1535;2015;8202
98;arauco;sí, en otra época del año;mapuche;mujer;111;2015;8202
99;arauco;no;no pertenece a ningún pueblo indígena;mujer;9384;2015;8202
100;arauco;no;no pertenece a ningún pueblo indígena;hombre;6031;2015;8202
101;arauco;no;mapuche;hombre;554;2015;8202
102;arauco;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;1481;2015;8202
103;arauco;sí, en otra época del año;mapuche;hombre;186;2015;8202
104;arauco;no;mapuche;mujer;739;2015;8202
105;arica;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;1885;2015;15101
106;arica;sí, en otra época del año;quechua;mujer;101;2015;15101
107;arica;sí, ahora mismo;collas;hombre;86;2015;15101
108;arica;sí, ahora mismo;collas;mujer;86;2015;15101
109;arica;sí, ahora mismo;aimara;hombre;373;2015;15101
110;arica;sí, en otra época del año;diaguita;mujer;80;2015;15101
111;arica;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;4719;2015;15101
112;arica;no;mapuche;hombre;498;2015;15101
113;arica;sí, en otra época del año;mapuche;hombre;122;2015;15101
114;arica;sí, en otra época del año;mapuche;mujer;149;2015;15101
115;arica;sí, ahora mismo;mapuche;hombre;102;2015;15101
116;arica;no;collas;mujer;77;2015;15101
117;arica;no;aimara;hombre;4103;2015;15101
118;arica;no;no pertenece a ningún pueblo indígena;mujer;24407;2015;15101
119;arica;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;3803;2015;15101
120;arica;no;aimara;mujer;5103;2015;15101
121;arica;no;diaguita;hombre;96;2015;15101
122;arica;sí, en otra época del año;aimara;mujer;529;2015;15101
123;arica;no;collas;hombre;77;2015;15101
124;arica;no;quechua;hombre;288;2015;15101
125;arica;no;quechua;mujer;454;2015;15101
126;arica;no;no pertenece a ningún pueblo indígena;hombre;15157;2015;15101
127;arica;sí, ahora mismo;diaguita;mujer;61;2015;15101
128;arica;no;mapuche;mujer;382;2015;15101
129;arica;no;diaguita;mujer;368;2015;15101
130;arica;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;2391;2015;15101
131;arica;sí, en otra época del año;aimara;hombre;802;2015;15101
132;arica;sí, ahora mismo;diaguita;hombre;58;2015;15101
133;arica;sí, ahora mismo;aimara;mujer;1441;2015;15101
134;aysén;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;970;2015;11201
135;aysén;sí, ahora mismo;mapuche;mujer;86;2015;11201
136;aysén;no;quechua;mujer;21;2015;11201
137;aysén;no;no pertenece a ningún pueblo indígena;mujer;2689;2015;11201
138;aysén;no;no pertenece a ningún pueblo indígena;hombre;1327;2015;11201
139;aysén;sí, ahora mismo;mapuche;hombre;285;2015;11201
140;aysén;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;375;2015;11201
141;aysén;no;mapuche;mujer;1236;2015;11201
142;aysén;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;459;2015;11201
143;aysén;sí, en otra época del año;mapuche;mujer;619;2015;11201
144;aysén;no;aimara;mujer;41;2015;11201
145;aysén;no;mapuche;hombre;508;2015;11201
146;aysén;sí, en otra época del año;mapuche;hombre;332;2015;11201
147;aysén;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;1399;2015;11201
148;calama;no;quechua;mujer;920;2015;2201
149;calama;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;5292;2015;2201
150;calama;sí, ahora mismo;atacameño (likán-antai);mujer;341;2015;2201
151;calama;no;atacameño (likán-antai);mujer;3595;2015;2201
152;calama;no;no pertenece a ningún pueblo indígena;hombre;7857;2015;2201
153;calama;sí, en otra época del año;mapuche;mujer;235;2015;2201
154;calama;sí, ahora mismo;aimara;hombre;152;2015;2201
155;calama;sí, en otra época del año;quechua;hombre;268;2015;2201
156;calama;sí, en otra época del año;aimara;hombre;146;2015;2201
157;calama;no;diaguita;mujer;176;2015;2201
158;calama;sí, en otra época del año;atacameño (likán-antai);hombre;112;2015;2201
159;calama;sí, en otra época del año;diaguita;mujer;131;2015;2201
160;calama;sí, ahora mismo;mapuche;mujer;144;2015;2201
161;calama;no;mapuche;hombre;256;2015;2201
162;calama;no;mapuche;mujer;673;2015;2201
163;calama;no;no pertenece a ningún pueblo indígena;mujer;17613;2015;2201
164;calama;no;quechua;hombre;840;2015;2201
165;calama;sí, ahora mismo;atacameño (likán-antai);hombre;783;2015;2201
166;calama;sí, en otra época del año;mapuche;hombre;115;2015;2201
167;calama;sin dato;atacameño (likán-antai);mujer;89;2015;2201
168;calama;sí, en otra época del año;atacameño (likán-antai);mujer;659;2015;2201
169;calama;no;diaguita;hombre;353;2015;2201
170;calama;sí, ahora mismo;aimara;mujer;152;2015;2201
171;calama;no;aimara;mujer;420;2015;2201
172;calama;sin dato;no pertenece a ningún pueblo indígena;hombre;150;2015;2201
173;calama;sí, ahora mismo;diaguita;hombre;204;2015;2201
174;calama;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;4173;2015;2201
175;calama;no;sin dato;mujer;48;2015;2201
176;calama;sí, en otra época del año;quechua;mujer;293;2015;2201
177;calama;sí, en otra época del año;aimara;mujer;106;2015;2201
178;calama;sí, ahora mismo;mapuche;hombre;89;2015;2201
179;calama;sí, ahora mismo;quechua;mujer;593;2015;2201
180;calama;sí, en otra época del año;diaguita;hombre;48;2015;2201
181;calama;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;5612;2015;2201
182;calama;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;3286;2015;2201
183;calama;no;atacameño (likán-antai);hombre;1466;2015;2201
184;calbuco;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;550;2015;10102
185;calbuco;sí, en otra época del año;mapuche;mujer;245;2015;10102
186;calbuco;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;366;2015;10102
187;calbuco;no;no pertenece a ningún pueblo indígena;hombre;3463;2015;10102
188;calbuco;no;no pertenece a ningún pueblo indígena;mujer;5980;2015;10102
189;calbuco;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;1410;2015;10102
190;calbuco;sí, ahora mismo;mapuche;hombre;34;2015;10102
191;calbuco;sí, ahora mismo;mapuche;mujer;115;2015;10102
192;calbuco;no;mapuche;hombre;674;2015;10102
193;calbuco;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;400;2015;10102
194;calbuco;no;mapuche;mujer;1714;2015;10102
195;calbuco;no;kawashkar o alacalufes;hombre;35;2015;10102
196;calbuco;sin dato;no pertenece a ningún pueblo indígena;hombre;46;2015;10102
197;calbuco;sí, en otra época del año;mapuche;hombre;613;2015;10102
198;calera;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;2349;2015;5502
199;calera;sí, en otra época del año;mapuche;hombre;21;2015;5502
200;calera;no;no pertenece a ningún pueblo indígena;mujer;8534;2015;5502
201;calera;no;aimara;hombre;63;2015;5502
202;calera;no;aimara;mujer;63;2015;5502
203;calera;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;2474;2015;5502
204;calera;no;no pertenece a ningún pueblo indígena;hombre;4290;2015;5502
205;calera;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;1143;2015;5502
206;calera;sí, ahora mismo;aimara;mujer;63;2015;5502
207;calera;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;1877;2015;5502
208;calera;no;mapuche;mujer;213;2015;5502
209;calera;no;diaguita;hombre;22;2015;5502
210;calera;sí, ahora mismo;mapuche;hombre;79;2015;5502
211;calera;sí, en otra época del año;mapuche;mujer;81;2015;5502
212;calera;no;mapuche;hombre;79;2015;5502
213;cañete;sí, ahora mismo;mapuche;hombre;559;2015;8203
214;cañete;sí, en otra época del año;mapuche;hombre;99;2015;8203
215;cañete;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;916;2015;8203
216;cañete;no;aimara;hombre;28;2015;8203
217;cañete;sí, en otra época del año;mapuche;mujer;365;2015;8203
218;cañete;sí, en otra época del año;sin dato;hombre;20;2015;8203
219;cañete;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;1157;2015;8203
220;cañete;no;mapuche;mujer;2562;2015;8203
221;cañete;no;no pertenece a ningún pueblo indígena;mujer;4813;2015;8203
222;cañete;no;mapuche;hombre;1432;2015;8203
223;cañete;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;759;2015;8203
224;cañete;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;530;2015;8203
225;cañete;no;no pertenece a ningún pueblo indígena;hombre;2748;2015;8203
226;cañete;sí, ahora mismo;mapuche;mujer;581;2015;8203
227;cañete;no;sin dato;mujer;52;2015;8203
228;carahue;no;no pertenece a ningún pueblo indígena;hombre;1280;2015;9102
229;carahue;no;no pertenece a ningún pueblo indígena;mujer;2947;2015;9102
230;carahue;sí, ahora mismo;mapuche;hombre;208;2015;9102
231;carahue;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;486;2015;9102
232;carahue;no;mapuche;hombre;1072;2015;9102
233;carahue;no;aimara;mujer;51;2015;9102
234;carahue;sí, en otra época del año;mapuche;mujer;220;2015;9102
235;carahue;no;mapuche;mujer;1522;2015;9102
236;carahue;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;835;2015;9102
237;carahue;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;1311;2015;9102
238;carahue;sí, en otra época del año;mapuche;hombre;289;2015;9102
239;carahue;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;344;2015;9102
240;carahue;sí, ahora mismo;mapuche;mujer;401;2015;9102
241;castro;no;mapuche;hombre;1508;2015;10201
242;castro;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;1515;2015;10201
243;castro;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;1029;2015;10201
244;castro;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;1134;2015;10201
245;castro;no;mapuche;mujer;2117;2015;10201
246;castro;no;no pertenece a ningún pueblo indígena;mujer;9166;2015;10201
247;castro;no;no pertenece a ningún pueblo indígena;hombre;4858;2015;10201
248;castro;no;quechua;hombre;43;2015;10201
249;castro;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;1325;2015;10201
250;castro;sí, en otra época del año;mapuche;mujer;394;2015;10201
251;castro;sí, ahora mismo;mapuche;mujer;371;2015;10201
252;castro;sí, en otra época del año;mapuche;hombre;286;2015;10201
253;castro;sí, ahora mismo;mapuche;hombre;311;2015;10201
254;cauquenes;no;aimara;hombre;26;2015;7201
255;cauquenes;no;mapuche;mujer;222;2015;7201
256;cauquenes;no;no pertenece a ningún pueblo indígena;mujer;9775;2015;7201
257;cauquenes;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;889;2015;7201
258;cauquenes;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;1529;2015;7201
259;cauquenes;no;no pertenece a ningún pueblo indígena;hombre;5381;2015;7201
260;cauquenes;sí, ahora mismo;mapuche;mujer;71;2015;7201
261;cauquenes;sí, en otra época del año;mapuche;mujer;55;2015;7201
262;cauquenes;no;aimara;mujer;26;2015;7201
263;cauquenes;no;mapuche;hombre;389;2015;7201
264;cauquenes;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;1193;2015;7201
265;cauquenes;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;801;2015;7201
266;cerro navia;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;6959;2015;13103
267;cerro navia;no;no pertenece a ningún pueblo indígena;hombre;10933;2015;13103
268;cerro navia;no;quechua;mujer;141;2015;13103
269;cerro navia;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;2215;2015;13103
270;cerro navia;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;3618;2015;13103
271;cerro navia;no;mapuche;mujer;2183;2015;13103
272;cerro navia;sí, ahora mismo;diaguita;hombre;104;2015;13103
273;cerro navia;sí, en otra época del año;mapuche;mujer;433;2015;13103
274;cerro navia;sí, en otra época del año;mapuche;hombre;601;2015;13103
275;cerro navia;sí, ahora mismo;mapuche;hombre;345;2015;13103
276;cerro navia;sí, ahora mismo;mapuche;mujer;962;2015;13103
277;cerro navia;no;no pertenece a ningún pueblo indígena;mujer;18369;2015;13103
278;cerro navia;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;1351;2015;13103
279;cerro navia;no;mapuche;hombre;394;2015;13103
280;chañaral;sí, en otra época del año;collas;mujer;4;2015;3201
281;chañaral;no;diaguita;hombre;39;2015;3201
282;chañaral;sí, en otra época del año;aimara;mujer;5;2015;3201
283;chañaral;sí, en otra época del año;diaguita;hombre;19;2015;3201
284;chañaral;no;mapuche;mujer;56;2015;3201
285;chañaral;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;991;2015;3201
286;chañaral;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;436;2015;3201
287;chañaral;no;aimara;hombre;10;2015;3201
288;chañaral;no;aimara;mujer;4;2015;3201
289;chañaral;no;no pertenece a ningún pueblo indígena;hombre;748;2015;3201
290;chañaral;no;yámana o yagán;hombre;7;2015;3201
291;chañaral;no;atacameño (likán-antai);mujer;36;2015;3201
292;chañaral;sí, ahora mismo;mapuche;mujer;15;2015;3201
293;chañaral;sí, ahora mismo;diaguita;mujer;17;2015;3201
294;chañaral;sí, en otra época del año;mapuche;hombre;9;2015;3201
295;chañaral;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;477;2015;3201
296;chañaral;sí, en otra época del año;diaguita;mujer;13;2015;3201
297;chañaral;sí, ahora mismo;aimara;mujer;6;2015;3201
298;chañaral;no;diaguita;mujer;41;2015;3201
299;chañaral;no;mapuche;hombre;29;2015;3201
300;chañaral;no;no pertenece a ningún pueblo indígena;mujer;1625;2015;3201
301;chañaral;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;358;2015;3201
302;chañaral;sí, ahora mismo;diaguita;hombre;5;2015;3201
303;chañaral;no;quechua;mujer;5;2015;3201
304;chañaral;sí, en otra época del año;mapuche;mujer;26;2015;3201
305;chañaral;no;quechua;hombre;10;2015;3201
306;chañaral;sí, en otra época del año;atacameño (likán-antai);hombre;6;2015;3201
307;chiguayante;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;4981;2015;8103
308;chiguayante;no;no pertenece a ningún pueblo indígena;mujer;29183;2015;8103
309;chiguayante;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;4679;2015;8103
310;chiguayante;no;no pertenece a ningún pueblo indígena;hombre;17615;2015;8103
311;chiguayante;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;3218;2015;8103
312;chiguayante;sí, ahora mismo;mapuche;hombre;331;2015;8103
313;chiguayante;no;mapuche;hombre;589;2015;8103
314;chiguayante;no;mapuche;mujer;1156;2015;8103
315;chiguayante;sí, en otra época del año;mapuche;mujer;589;2015;8103
316;chiguayante;sí, ahora mismo;mapuche;mujer;373;2015;8103
317;chiguayante;sí, en otra época del año;mapuche;hombre;361;2015;8103
318;chiguayante;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;4084;2015;8103
319;chile chico;no;no pertenece a ningún pueblo indígena;hombre;482;2015;11401
320;chile chico;sí, ahora mismo;mapuche;mujer;20;2015;11401
321;chile chico;sí, en otra época del año;mapuche;hombre;66;2015;11401
322;chile chico;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;330;2015;11401
323;chile chico;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;104;2015;11401
324;chile chico;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;184;2015;11401
325;chile chico;no;no pertenece a ningún pueblo indígena;mujer;626;2015;11401
326;chile chico;sí, en otra época del año;mapuche;mujer;146;2015;11401
327;chile chico;no;mapuche;mujer;174;2015;11401
328;chile chico;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;108;2015;11401
329;chile chico;no;mapuche;hombre;86;2015;11401
330;chillán;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;5665;2015;16101
331;chillán;no;mapuche;hombre;983;2015;16101
332;chillán;no;no pertenece a ningún pueblo indígena;hombre;15619;2015;16101
333;chillán;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;5339;2015;16101
334;chillán;sí, ahora mismo;mapuche;hombre;556;2015;16101
335;chillán;sí, en otra época del año;mapuche;mujer;247;2015;16101
336;chillán;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;10187;2015;16101
337;chillán;no;mapuche;mujer;1288;2015;16101
338;chillán;no;no pertenece a ningún pueblo indígena;mujer;30758;2015;16101
339;chillán;sí, ahora mismo;mapuche;mujer;959;2015;16101
340;chillán;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;9946;2015;16101
341;chillán viejo;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;1465;2015;16103
342;chillán viejo;no;no pertenece a ningún pueblo indígena;hombre;3242;2015;16103
343;chillán viejo;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;1821;2015;16103
344;chillán viejo;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;1254;2015;16103
345;chillán viejo;no;mapuche;mujer;14;2015;16103
346;chillán viejo;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;2592;2015;16103
347;chillán viejo;no;mapuche;hombre;14;2015;16103
348;chillán viejo;sí, ahora mismo;mapuche;mujer;360;2015;16103
349;chillán viejo;no;no pertenece a ningún pueblo indígena;mujer;4838;2015;16103
350;chimbarongo;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;1981;2015;6303
351;chimbarongo;sí, en otra época del año;mapuche;mujer;62;2015;6303
352;chimbarongo;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;2227;2015;6303
353;chimbarongo;no;mapuche;hombre;156;2015;6303
354;chimbarongo;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;751;2015;6303
355;chimbarongo;no;mapuche;mujer;183;2015;6303
356;chimbarongo;sí, ahora mismo;mapuche;mujer;150;2015;6303
357;chimbarongo;no;no pertenece a ningún pueblo indígena;hombre;2389;2015;6303
358;chimbarongo;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;976;2015;6303
359;chimbarongo;no;no pertenece a ningún pueblo indígena;mujer;5005;2015;6303
360;cochrane;sí, ahora mismo;mapuche;mujer;36;2015;11301
361;cochrane;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;41;2015;11301
362;cochrane;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;33;2015;11301
363;cochrane;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;16;2015;11301
364;cochrane;sí, en otra época del año;mapuche;mujer;16;2015;11301
365;cochrane;sí, ahora mismo;mapuche;hombre;12;2015;11301
366;cochrane;no;mapuche;mujer;103;2015;11301
367;cochrane;no;mapuche;hombre;82;2015;11301
368;cochrane;no;no pertenece a ningún pueblo indígena;mujer;421;2015;11301
369;cochrane;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;19;2015;11301
370;cochrane;no;no pertenece a ningún pueblo indígena;hombre;197;2015;11301
371;codegua;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;388;2015;6102
372;codegua;no;mapuche;mujer;153;2015;6102
373;codegua;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;230;2015;6102
374;codegua;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;44;2015;6102
375;codegua;no;no pertenece a ningún pueblo indígena;hombre;1079;2015;6102
376;codegua;no;no pertenece a ningún pueblo indígena;mujer;2629;2015;6102
377;codegua;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;158;2015;6102
378;codegua;no;mapuche;hombre;74;2015;6102
379;colbún;no;no pertenece a ningún pueblo indígena;mujer;3389;2015;7402
380;colbún;no;mapuche;mujer;44;2015;7402
381;colbún;sí, ahora mismo;no pertenece a ningún pueblo indígena;mujer;841;2015;7402
382;colbún;no;no pertenece a ningún pueblo indígena;hombre;1803;2015;7402
383;colbún;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;234;2015;7402
384;colbún;sí, ahora mismo;no pertenece a ningún pueblo indígena;hombre;501;2015;7402
385;colbún;sí, en otra época del año;no pertenece a ningún pueblo indígena;mujer;646;2015;7402
386;colina;no;mapuche;hombre;851;2015;13301
387;colina;sí, en otra época del año;no pertenece a ningún pueblo indígena;hombre;483;2015;13301
388;colina;no;mapuche;mujer;1670;2015;13301
389;colina;sí, ahora mismo;mapuche;hombre;394;2015;13301
390;colina;sí, en otra época del año;mapuche;hombre;103;2015;13301
391;colina;no;atacameño (likán-antai);hombre;258;2015;13301
392;colina;no;no pertenece a ningún pueblo indígena;mujer;16106;2015;13301
393;colina;sí, en otra época del año;mapuche;mujer;103;2015;13301
394;colina;no;no pertenece a ningún pueblo indígena;hombre;8767;2015;13301
